"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL53292";"ISOXICAM";"ISOXICAM|MAXICAM|W 8495";"Small molecule";"4";"335.34";"31";"64";"1.48";"112.74";"6";"2";"0";"2";"N";"0.86";"4.36";"None";"0.77";"-1.87";"2";"MOL";"0";"23";"8";"2";"0";"335.0576";"ACID";"C14H13N3O5S";"Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1"
"CHEMBL291536";"";"SB-334867";"Small molecule";"0";"319.32";"25";"56";"3.72";"92.94";"5";"2";"0";"2";"N";"0.59";"10.38";"2.37";"1.91";"1.91";"4";"MOL";"-1";"24";"7";"2";"0";"319.1069";"NEUTRAL";"C17H13N5O2";"Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1"
"CHEMBL307639";"";"";"Small molecule";"0";"266.30";"22";"32";"0.23";"81.91";"6";"1";"0";"4";"N";"0.86";"6.74";"None";"0.42";"-0.13";"2";"MOL";"-1";"19";"7";"1";"0";"266.1379";"NEUTRAL";"C12H18N4O3";"COCc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC(C)C"
"CHEMBL85139";"RUTAECARPINE";"Rutaecarpine";"Small molecule";"0";"287.32";"103";"198";"3.10";"50.68";"3";"1";"0";"0";"N";"0.54";"13.44";"4.22";"2.91";"2.91";"4";"MOL";"-1";"22";"4";"1";"0";"287.1059";"NEUTRAL";"C18H13N3O";"O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12"
"CHEMBL273386";"2,4-DINITROPHENOL";"SR-1C5";"Small molecule";"0";"184.11";"49";"1386";"1.21";"106.51";"5";"1";"0";"2";"N";"0.55";"4.50";"None";"1.55";"-0.36";"1";"MOL";"-1";"13";"7";"1";"0";"184.0120";"ACID";"C6H4N2O5";"O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1"
"CHEMBL1356607";"NOREPINEPHRINE BITARTRATE";"Adrenor|Aktamin|Levarterenol Bitartrate|Levophed|Noradrenaline";"Small molecule";"0";"319.27";"28";"63";"0.09";"86.71";"4";"4";"0";"2";"N";"0.47";"9.50";"8.85";"-0.68";"-1.82";"1";"MOL";"-1";"12";"4";"5";"0";"169.0739";"BASE";"C12H17NO9";"NC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O"
"CHEMBL15841";"ETHYLPARABEN";"E214|ETHYL HYDROXYBENZOATE|ETHYL PARAHYDROXYBENZOATE|ETHYLPARABEN";"Small molecule";"0";"166.18";"72";"81";"1.57";"46.53";"3";"1";"0";"2";"Y";"0.68";"8.50";"None";"2.03";"2.00";"1";"MOL";"0";"12";"3";"1";"0";"166.0630";"NEUTRAL";"C9H10O3";"CCOC(=O)c1ccc(O)cc1"
"CHEMBL1200877";"FLUMETHASONE PIVALATE";"FLUMETASONE PIVALATE|FLUMETHASONE PIVALATE|LOCORTEN|LOCORTEN-VIOFORM";"Small molecule";"4";"494.58";"15";"22";"3.44";"100.90";"6";"2";"0";"3";"N";"0.58";"12.44";"None";"3.58";"3.58";"0";"MOL";"0";"35";"6";"2";"0";"494.2480";"NEUTRAL";"C27H36F2O6";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C"
"CHEMBL42710";"EUGENOL";"EUGENOL";"Small molecule";"0";"164.20";"194";"505";"2.13";"29.46";"2";"1";"0";"3";"Y";"0.69";"9.94";"None";"2.61";"2.61";"1";"MOL";"0";"12";"2";"1";"0";"164.0837";"NEUTRAL";"C10H12O2";"C=CCc1ccc(O)c(OC)c1"
"CHEMBL31907";"CETABEN";"CETABEN";"Small molecule";"0";"361.57";"6";"30";"7.28";"49.33";"2";"2";"1";"17";"N";"0.29";"4.82";"3.19";"7.56";"5.15";"1";"MOL";"0";"26";"3";"2";"1";"361.2981";"ACID";"C23H39NO2";"CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1"
"CHEMBL4303366";"";"";"Small molecule";"0";"375.43";"1";"1";"0.91";"103.04";"8";"1";"0";"5";"N";"0.82";"None";"7.24";"1.13";"0.91";"2";"MOL";"0";"27";"9";"2";"0";"375.1907";"NEUTRAL";"C18H25N5O4";"COc1cc2nc(N3CCN(C(=O)C(C)OC)CC3)nc(N)c2cc1OC"
"CHEMBL4303374";"";"";"Small molecule";"0";"355.28";"1";"1";"4.59";"51.56";"6";"0";"0";"4";"N";"0.64";"None";"None";"3.86";"3.86";"3";"MOL";"0";"21";"4";"0";"0";"353.9567";"NEUTRAL";"C13H8Cl2N4S2";"Clc1cccc(Cl)c1CSc1nnc(-c2cnccn2)s1"
"CHEMBL4303381";"";"";"Small molecule";"0";"357.39";"1";"1";"0.53";"97.05";"7";"1";"0";"3";"N";"0.86";"None";"9.47";"1.30";"-0.73";"2";"MOL";"0";"26";"7";"2";"0";"357.1601";"BASE";"C18H20FN5O2";"Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2cc(F)ccc2C#N)c1=O"
"CHEMBL4303412";"";"";"Small molecule";"0";"459.65";"1";"1";"6.52";"66.84";"4";"1";"1";"6";"N";"0.53";"3.56";"None";"6.08";"2.73";"1";"MOL";"0";"32";"5";"1";"1";"459.2443";"ACID";"C26H37NO4S";"CO[C@H]1CC[C@H](N(c2cc(C3=CCCCC3)sc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)CC1"
"CHEMBL4303431";"";"";"Small molecule";"0";"276.72";"1";"1";"3.55";"46.53";"2";"1";"0";"5";"N";"0.91";"3.61";"None";"3.78";"0.44";"2";"MOL";"0";"19";"3";"1";"0";"276.0553";"ACID";"C15H13ClO3";"O=C(O)Cc1ccc(OCc2ccccc2)c(Cl)c1"
"CHEMBL4303460";"";"";"Small molecule";"0";"418.58";"1";"1";"1.91";"26.02";"1";"1";"0";"0";"Y";"0.56";"None";"10.71";"1.47";"-1.38";"0";"MOL";"0";"11";"1";"2";"0";"151.1361";"BASE";"C24H38N2O4";"N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.O=C(O)/C=C/C(=O)O"
"CHEMBL4303492";"";"";"Small molecule";"0";"1486.09";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1421.7489";"None";"C66H101N17O16SZn";"CCC(C)C(N)C1=NC(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1.[Zn+2]"
"CHEMBL4303494";"";"";"Small molecule";"0";"1526.77";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1525.3899";"None";"C59H79N15O21S6";"C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)NC([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2"
"CHEMBL4303612";"";"";"Small molecule";"0";"637.51";"1";"1";"9.76";"38.77";"3";"0";"2";"6";"N";"0.25";"None";"None";"9.30";"9.30";"3";"MOL";"0";"44";"4";"0";"2";"637.1675";"NEUTRAL";"C30H25F10NO3";"COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1C"
"CHEMBL4303693";"";"";"Small molecule";"0";"397.52";"1";"1";"4.87";"49.28";"5";"0";"0";"10";"N";"0.57";"None";"6.23";"4.44";"4.41";"2";"MOL";"0";"29";"5";"0";"0";"397.2253";"NEUTRAL";"C24H31NO4";"CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC"
"CHEMBL4303695";"";"";"Small molecule";"0";"284.22";"1";"1";"3.76";"3.24";"2";"0";"0";"1";"N";"0.76";"None";"6.76";"3.56";"3.47";"1";"MOL";"0";"15";"1";"0";"0";"283.0030";"NEUTRAL";"C12H14BrNS";"CN1C2C=C(c3sccc3Br)CC1CC2"
"CHEMBL4303720";"";"";"Unknown";"0";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL4301645";"";"";"Small molecule";"0";"216.33";"1";"1";"1.88";"24.06";"2";"2";"0";"3";"Y";"0.81";"None";"10.15";"1.42";"-1.72";"1";"MOL";"-1";"16";"2";"2";"0";"216.1626";"BASE";"C14H20N2";"c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1"
"CHEMBL4303240";"";"";"Small molecule";"0";"340.28";"1";"1";"-1.32";"149.82";"9";"5";"0";"3";"N";"0.43";"8.12";"None";"-1.09";"-1.17";"2";"MOL";"0";"24";"9";"5";"0";"340.0794";"NEUTRAL";"C15H16O9";"O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)cc2o1"
"CHEMBL1614712";"";"";"Small molecule";"0";"439.56";"61";"103";"4.92";"69.20";"6";"1";"0";"7";"N";"0.44";"None";"9.31";"4.15";"2.22";"4";"MOL";"-1";"33";"6";"2";"0";"439.2372";"BASE";"C27H29N5O";"Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1"
"CHEMBL1531817";"";"";"Small molecule";"0";"270.66";"7";"7";"2.78";"48.14";"4";"1";"0";"1";"N";"0.82";"None";"4.57";"3.40";"3.40";"2";"MOL";"-1";"15";"3";"2";"0";"234.0075";"NEUTRAL";"C8H6ClF3N2OS";"Cl.Nc1nc2ccc(OC(F)(F)F)cc2s1"
"CHEMBL4303389";"";"";"Small molecule";"0";"389.44";"1";"1";"4.33";"80.55";"7";"2";"0";"6";"N";"0.51";"11.89";"4.93";"3.38";"3.37";"4";"MOL";"0";"29";"7";"2";"0";"389.1764";"NEUTRAL";"C21H20FN7";"C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1"
"CHEMBL4303390";"";"";"Small molecule";"0";"546.69";"1";"1";"3.78";"93.79";"5";"1";"1";"6";"N";"0.51";"None";"5.78";"2.35";"2.34";"3";"MOL";"0";"37";"8";"1";"1";"546.1771";"NEUTRAL";"C26H31FN4O4S2";"CC(C)N1Cc2cc(S(C)(=O)=O)ccc2N(CCN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)S1(=O)=O"
"CHEMBL4303395";"";"";"Small molecule";"0";"170.25";"1";"1";"1.16";"40.46";"2";"2";"0";"0";"Y";"0.57";"13.60";"None";"0.82";"0.82";"0";"MOL";"0";"12";"2";"2";"0";"170.1307";"NEUTRAL";"C10H18O2";"CC1(C)[C@H]2C[C@H](O)[C@](C)(O)[C@@H]1C2"
"CHEMBL4303409";"";"";"Small molecule";"0";"207.32";"1";"1";"2.33";"32.26";"2";"2";"0";"4";"N";"0.79";"None";"9.64";"2.70";"0.50";"1";"MOL";"0";"15";"2";"2";"0";"207.1623";"BASE";"C13H21NO";"Cc1ccc(C)c(C(O)CNC(C)C)c1"
"CHEMBL4303499";"";"";"Small molecule";"0";"406.53";"1";"1";"1.55";"50.48";"6";"0";"0";"3";"N";"0.78";"None";"8.80";"0.03";"-1.38";"2";"MOL";"0";"30";"6";"0";"0";"406.2369";"BASE";"C24H30N4O2";"O=c1cccc2n1C[C@H]1C[C@@H]2CN(CCN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)C1"
"CHEMBL4303509";"";"";"Small molecule";"0";"161.25";"1";"1";"1.75";"26.02";"1";"1";"0";"1";"Y";"0.67";"None";"9.74";"2.18";"-0.08";"1";"MOL";"0";"12";"1";"2";"0";"161.1204";"BASE";"C11H15N";"CC1(CN)Cc2ccccc2C1"
"CHEMBL4303511";"";"";"Small molecule";"0";"308.85";"1";"1";"3.26";"32.34";"2";"1";"0";"3";"N";"0.92";"None";"10.46";"3.16";"0.24";"1";"MOL";"0";"20";"3";"1";"0";"272.1889";"BASE";"C17H25ClN2O";"Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2.Cl"
"CHEMBL4303512";"";"";"Unknown";"0";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL4303528";"";"";"Small molecule";"0";"727.80";"1";"1";"7.75";"82.52";"6";"0";"2";"9";"N";"0.23";"None";"5.34";"6.88";"6.88";"3";"MOL";"0";"49";"8";"0";"2";"726.2773";"NEUTRAL";"C38H48Cl2N4O4S";"CCOc1cc(C(C)(C)C)ccc1C1=NC(C)(c2ccc(Cl)cc2)C(C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1"
"CHEMBL4303535";"";"";"Unknown";"0";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL4303543";"";"";"Small molecule";"0";"261.67";"1";"1";"-1.63";"100.59";"7";"3";"0";"1";"N";"0.53";"12.98";"4.25";"-1.19";"-1.19";"1";"MOL";"0";"16";"7";"3";"0";"225.0750";"NEUTRAL";"C9H12ClN3O4";"Cl.N=c1ccn2c(n1)O[C@@H]1[C@@H](O)[C@H](CO)O[C@@H]12"
"CHEMBL4303555";"";"";"Unknown";"0";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL4303571";"";"";"Small molecule";"0";"294.44";"1";"1";"4.67";"16.96";"2";"1";"0";"1";"N";"0.81";"None";"8.69";"4.71";"3.40";"2";"MOL";"0";"22";"2";"1";"0";"294.2096";"BASE";"C20H26N2";"c1cc2c(cc1C1CCCCC1)c1c3n2CCNC3CCC1"
"CHEMBL4303579";"";"";"Unknown";"0";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL4303586";"";"";"Small molecule";"0";"369.43";"1";"1";"3.52";"73.27";"7";"0";"0";"2";"N";"0.48";"None";"5.99";"2.53";"2.52";"5";"MOL";"0";"28";"7";"0";"0";"369.1702";"NEUTRAL";"C21H19N7";"Cc1ncc(C)n2nc([C@@H]3C[C@H]3c3nc4c5cccnc5ccn4c3C)nc12"
"CHEMBL4293433";"";"";"Small molecule";"0";"449.68";"2";"2";"1.92";"72.88";"4";"2";"0";"4";"N";"0.42";"9.00";"2.31";"1.62";"1.61";"1";"MOL";"-1";"23";"6";"2";"0";"449.0003";"NEUTRAL";"C15H17ClIN3O3";"C=CC(=O)N1CCN(C(=O)CNc2cc(I)c(Cl)cc2O)CC1"
"CHEMBL208943";"";"CP-640186";"Small molecule";"0";"485.63";"12";"38";"4.17";"53.09";"4";"0";"0";"3";"N";"0.52";"None";"9.46";"2.93";"0.88";"3";"MOL";"-1";"36";"6";"0";"0";"485.2678";"BASE";"C30H35N3O3";"O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1"
"CHEMBL4303518";"";"";"Small molecule";"0";"180.24";"1";"1";"0.25";"63.30";"3";"2";"0";"2";"N";"0.39";"11.71";"4.27";"0.45";"0.45";"1";"MOL";"0";"12";"4";"3";"0";"180.0470";"NEUTRAL";"C7H8N4S";"NC(=S)NN=Cc1ccncc1"
"CHEMBL4298329";"";"";"Small molecule";"0";"836.39";"1";"1";"-2.45";"433.97";"25";"10";"3";"14";"N";"0.06";"0.59";"5.22";"-10.62";"-14.17";"4";"MOL";"-1";"53";"29";"12";"3";"836.0483";"ACID";"C20H28N10O19P4";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O"
"CHEMBL2165191";"AZD-6482";"AZD 6482|AZD-6482|AZD6482";"Small molecule";"1";"408.46";"1003";"1462";"2.71";"96.17";"7";"2";"0";"5";"N";"0.67";"4.67";"1.57";"2.68";"-0.04";"3";"MOL";"0";"30";"8";"2";"0";"408.1798";"ACID";"C22H24N4O4";"Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1"
"CHEMBL1446457";"";"";"Small molecule";"0";"414.55";"11";"27";"5.18";"37.63";"4";"1";"1";"6";"N";"0.47";"13.79";"9.40";"4.20";"2.21";"4";"MOL";"-1";"31";"4";"1";"1";"414.2307";"BASE";"C27H30N2O2";"COc1ccccc1C1(O)CCN(CCCn2c3ccccc3c3ccccc32)CC1"
"CHEMBL2106227";"ETIFOXINE";"36-801|ETIFOXINE|HOE 36801";"Small molecule";"3";"300.79";"5";"23";"4.23";"33.62";"3";"1";"0";"2";"N";"0.90";"None";"5.18";"4.59";"4.59";"2";"MOL";"0";"21";"3";"1";"0";"300.1029";"NEUTRAL";"C17H17ClN2O";"CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1"
"CHEMBL418971";"BISPHENOL A";"";"Small molecule";"0";"228.29";"135";"1211";"3.42";"40.46";"2";"2";"0";"2";"N";"0.83";"9.78";"None";"4.04";"4.04";"2";"MOL";"-1";"17";"2";"2";"0";"228.1150";"NEUTRAL";"C15H16O2";"CC(C)(c1ccc(O)cc1)c1ccc(O)cc1"
"CHEMBL131921";"BIOCHANIN";"NSC-123538";"Small molecule";"0";"284.27";"147";"370";"2.88";"79.90";"5";"2";"0";"2";"N";"0.76";"6.55";"None";"3.22";"2.27";"3";"MOL";"-1";"21";"5";"2";"0";"284.0685";"NEUTRAL";"C16H12O5";"COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1"
"CHEMBL1478530";"";"";"Small molecule";"0";"290.36";"11";"20";"2.04";"85.35";"4";"4";"0";"5";"N";"0.68";"8.52";"9.88";"0.88";"-0.08";"2";"MOL";"-1";"21";"5";"4";"0";"290.1630";"BASE";"C16H22N2O3";"CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12"
"CHEMBL1475693";"FAMPROFAZONE";"FAMPROFAZONE";"Small molecule";"0";"377.53";"21";"40";"4.36";"30.17";"4";"0";"0";"7";"N";"0.61";"None";"9.10";"4.44";"2.74";"3";"MOL";"0";"28";"4";"0";"0";"377.2467";"BASE";"C24H31N3O";"CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O"
"CHEMBL539163";"TANAPROGET";"NSP-989|TANAPROGET";"Small molecule";"0";"297.38";"6";"9";"3.53";"49.98";"4";"1";"0";"1";"N";"0.82";"3.51";"None";"3.82";"2.51";"2";"MOL";"0";"21";"4";"1";"0";"297.0936";"ACID";"C16H15N3OS";"Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2"
"CHEMBL2047521";"";"";"Small molecule";"0";"269.64";"8";"16";"2.66";"54.88";"3";"1";"0";"2";"Y";"0.85";"13.32";"None";"2.34";"2.34";"2";"MOL";"-1";"18";"4";"1";"0";"269.0167";"NEUTRAL";"C11H6ClF2N3O";"O=C(Nc1cnc(Cl)nc1)c1ccc(F)c(F)c1"
"CHEMBL39999";"TROVIRDINE";"LY-300046|TROVIRDINE";"Small molecule";"0";"337.25";"9";"78";"2.77";"49.84";"3";"2";"0";"4";"N";"0.84";"13.21";"4.55";"2.96";"2.96";"2";"MOL";"0";"19";"4";"2";"0";"336.0044";"NEUTRAL";"C13H13BrN4S";"S=C(NCCc1ccccn1)Nc1ccc(Br)cn1"
"CHEMBL4078477";"";"";"Small molecule";"0";"362.41";"10";"20";"3.97";"72.94";"4";"2";"0";"6";"N";"0.51";"None";"2.46";"3.65";"3.65";"3";"MOL";"-1";"27";"5";"3";"0";"362.1543";"NEUTRAL";"C21H19FN4O";"Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1"
"CHEMBL1917204";"";"CCG-50014";"Small molecule";"0";"316.36";"8";"14";"2.56";"44.00";"5";"0";"0";"3";"N";"0.75";"None";"None";"4.39";"4.39";"3";"MOL";"-1";"22";"4";"0";"0";"316.0682";"None";"C16H13FN2O2S";"Cc1ccc(-n2sc(=O)n(Cc3ccc(F)cc3)c2=O)cc1"
"CHEMBL2204502";"";"";"Small molecule";"0";"503.65";"17";"33";"4.22";"117.42";"6";"3";"1";"9";"N";"0.44";"None";"5.01";"3.99";"3.99";"2";"MOL";"-1";"37";"8";"4";"1";"503.2896";"NEUTRAL";"C29H37N5O3";"CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O"
"CHEMBL3392645";"";"";"Small molecule";"0";"478.88";"3";"16";"3.13";"103.78";"5";"2";"0";"5";"N";"0.69";"9.44";"None";"2.85";"2.85";"2";"MOL";"-1";"31";"7";"2";"0";"478.0577";"NEUTRAL";"C19H18ClF3N2O5S";"CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c2)cc1"
"CHEMBL2017214";"";"";"Small molecule";"0";"422.56";"46";"59";"3.12";"90.89";"9";"3";"0";"7";"N";"0.50";"13.20";"8.68";"3.65";"2.35";"3";"MOL";"-1";"30";"8";"3";"0";"422.2001";"BASE";"C21H26N8S";"CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12"
"CHEMBL1951415";"";"PF-670462";"Small molecule";"0";"337.40";"15";"37";"4.23";"69.62";"5";"1";"0";"3";"N";"0.78";"None";"4.55";"3.93";"3.93";"3";"MOL";"-1";"25";"5";"2";"0";"337.1703";"NEUTRAL";"C19H20FN5";"Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1"
"CHEMBL4303392";"";"";"Small molecule";"0";"140.14";"1";"1";"0.59";"54.98";"3";"1";"0";"2";"Y";"0.61";"9.68";"4.16";"0.40";"0.40";"1";"MOL";"0";"10";"4";"1";"0";"140.0586";"NEUTRAL";"C6H8N2O2";"CCOC(=O)c1c[nH]cn1"
"CHEMBL4303632";"";"";"Small molecule";"0";"548.67";"1";"1";"2.29";"131.75";"9";"3";"1";"5";"N";"0.27";"7.18";"0.27";"2.02";"1.60";"0";"MOL";"0";"39";"9";"3";"1";"548.2985";"NEUTRAL";"C30H44O9";"CO[C@@H]1C(O)[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)OC(C)[C@@H]1O"
"CHEMBL4297518";"MIRODENAFIL";"MIRODENAFIL|SK-3530 FREE BASE|SK3530 FREE BASE";"Small molecule";"1";"531.68";"1";"2";"2.45";"120.76";"8";"2";"1";"11";"N";"0.39";"7.68";"5.83";"2.44";"2.37";"3";"MOL";"0";"37";"10";"2";"1";"531.2515";"NEUTRAL";"C26H37N5O5S";"CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1"
"CHEMBL3335793";"";"";"Small molecule";"0";"515.51";"2";"2";"2.12";"122.45";"9";"2";"1";"4";"N";"0.55";"13.67";"0.94";"2.47";"2.47";"3";"MOL";"-1";"35";"10";"2";"1";"515.1450";"NEUTRAL";"C21H24F3N5O5S";"Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C"
"CHEMBL3355096";"";"";"Small molecule";"0";"622.88";"7";"42";"4.32";"139.84";"8";"6";"2";"7";"N";"0.23";"12.21";"None";"3.76";"3.76";"0";"MOL";"-1";"44";"8";"6";"2";"622.4445";"NEUTRAL";"C36H62O8";"CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C"
"CHEMBL4303360";"";"";"Small molecule";"0";"621.64";"1";"1";"-8.42";"331.94";"17";"13";"3";"10";"N";"0.11";"12.16";"9.61";"-8.58";"-15.10";"0";"MOL";"0";"40";"18";"17";"3";"585.2857";"BASE";"C22H47N5O15";"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O.O.O"
"CHEMBL561533";"";"";"Small molecule";"0";"379.50";"3";"3";"4.87";"56.15";"4";"1";"0";"9";"N";"0.58";"None";"0.56";"4.89";"4.89";"3";"MOL";"-1";"28";"5";"1";"0";"379.2260";"NEUTRAL";"C23H29N3O2";"CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccccc2OC)c1"
"CHEMBL1618660";"EUCATROPINE";"EUCATROPINE";"Small molecule";"0";"291.39";"4";"4";"2.52";"49.77";"4";"1";"0";"3";"N";"0.87";"11.99";"9.57";"2.18";"0.03";"1";"MOL";"0";"21";"4";"1";"0";"291.1834";"BASE";"C17H25NO3";"CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C"
"CHEMBL3392845";"";"";"Small molecule";"0";"481.52";"2";"5";"5.52";"87.30";"4";"3";"1";"6";"N";"0.43";"9.98";"None";"4.72";"4.72";"3";"MOL";"-1";"32";"6";"3";"1";"481.0742";"NEUTRAL";"C21H18F3N3O3S2";"O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1"
"CHEMBL442444";"DROFENINE";"DROFENINE";"Small molecule";"0";"317.47";"2";"2";"4.24";"29.54";"3";"0";"0";"8";"N";"0.67";"None";"8.96";"4.63";"3.06";"1";"MOL";"0";"23";"3";"0";"0";"317.2355";"BASE";"C20H31NO2";"CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1"
"CHEMBL1255588";"";"(+)-Butaclamol";"Small molecule";"0";"361.53";"18";"85";"4.84";"23.47";"2";"1";"0";"0";"N";"0.73";"None";"8.14";"4.94";"4.13";"2";"MOL";"-1";"27";"2";"1";"0";"361.2406";"NEUTRAL";"C25H31NO";"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1"
